joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 7, measured_angle: -0.108188, target_angle: 0.069440, newest_measurement_index: 11392, sent_torque: 0.324000, measured_torque: 0.003885
joint id: 8, measured_angle: -0.000263, target_angle: -0.178833, newest_measurement_index: 11392, sent_torque: -0.324000, measured_torque: 0.004435
joint id: 0, measured_angle: -0.002355, target_angle: 0.176410, newest_measurement_index: 11369, sent_torque: 0.324000, measured_torque: 0.002760
joint id: 1, measured_angle: -0.116750, target_angle: 0.061945, newest_measurement_index: 11514, sent_torque: 0.324000, measured_torque: 0.004520
joint id: 2, measured_angle: -0.002495, target_angle: -0.181051, newest_measurement_index: 11515, sent_torque: -0.324000, measured_torque: -0.014406
joint id: 3, measured_angle: 0.142621, target_angle: 0.189696, newest_measurement_index: 11784, sent_torque: 0.139211, measured_torque: 0.141309
joint id: 4, measured_angle: 0.110033, target_angle: 0.176724, newest_measurement_index: 11836, sent_torque: 0.195812, measured_torque: 0.196908
joint id: 5, measured_angle: -0.153434, target_angle: -0.180353, newest_measurement_index: 11836, sent_torque: -0.074969, measured_torque: -0.077146
joint id: 6, measured_angle: -0.000891, target_angle: 0.177700, newest_measurement_index: 11342, sent_torque: 0.324000, measured_torque: 0.006880
joint id: 7, measured_angle: -0.108188, target_angle: 0.069740, newest_measurement_index: 11393, sent_torque: 0.324000, measured_torque: 0.007824
joint id: 8, measured_angle: -0.000263, target_angle: -0.179133, newest_measurement_index: 11393, sent_torque: -0.324000, measured_torque: 0.005588
joint id: 0, measured_angle: -0.002355, target_angle: 0.176710, newest_measurement_index: 11370, sent_torque: 0.324000, measured_torque: 0.001710
joint id: 1, measured_angle: -0.116750, target_angle: 0.062245, newest_measurement_index: 11515, sent_torque: 0.324000, measured_torque: 0.005720
joint id: 2, measured_angle: -0.002495, target_angle: -0.181351, newest_measurement_index: 11515, sent_torque: -0.324000, measured_torque: -0.014406
joint id: 3, measured_angle: 0.142552, target_angle: 0.189996, newest_measurement_index: 11785, sent_torque: 0.141184, measured_torque: 0.141105
joint id: 4, measured_angle: 0.110277, target_angle: 0.177024, newest_measurement_index: 11837, sent_torque: 0.196216, measured_torque: 0.190888
joint id: 5, measured_angle: -0.153609, target_angle: -0.180653, newest_measurement_index: 11837, sent_torque: -0.076672, measured_torque: -0.071467
joint id: 6, measured_angle: -0.000891, target_angle: 0.178000, newest_measurement_index: 11343, sent_torque: 0.324000, measured_torque: 0.009303
joint id: 7, measured_angle: -0.108188, target_angle: 0.070040, newest_measurement_index: 11394, sent_torque: 0.324000, measured_torque: 0.003575
joint id: 8, measured_angle: -0.000263, target_angle: -0.179433, newest_measurement_index: 11394, sent_torque: -0.324000, measured_torque: 0.006903
joint id: 0, measured_angle: -0.002355, target_angle: 0.177010, newest_measurement_index: 11371, sent_torque: 0.324000, measured_torque: -0.004798
joint id: 1, measured_angle: -0.116750, target_angle: 0.062545, newest_measurement_index: 11516, sent_torque: 0.324000, measured_torque: 0.000932
joint id: 2, measured_angle: -0.002495, target_angle: -0.181651, newest_measurement_index: 11516, sent_torque: -0.324000, measured_torque: -0.006598
joint id: 3, measured_angle: 0.142447, target_angle: 0.190296, newest_measurement_index: 11786, sent_torque: 0.143222, measured_torque: 0.146477
joint id: 4, measured_angle: 0.110556, target_angle: 0.177324, newest_measurement_index: 11838, sent_torque: 0.196792, measured_torque: 0.199706
joint id: 5, measured_angle: -0.153713, target_angle: -0.180953, newest_measurement_index: 11838, sent_torque: -0.078961, measured_torque: -0.082212
joint id: 6, measured_angle: -0.000891, target_angle: 0.178300, newest_measurement_index: 11344, sent_torque: 0.324000, measured_torque: 0.008058
joint id: 7, measured_angle: -0.108188, target_angle: 0.070340, newest_measurement_index: 11395, sent_torque: 0.324000, measured_torque: 0.001499
joint id: 8, measured_angle: -0.000263, target_angle: -0.179733, newest_measurement_index: 11395, sent_torque: -0.324000, measured_torque: 0.006742
joint id: 0, measured_angle: -0.002355, target_angle: 0.177310, newest_measurement_index: 11372, sent_torque: 0.324000, measured_torque: 0.004564
joint id: 1, measured_angle: -0.116750, target_angle: 0.062845, newest_measurement_index: 11517, sent_torque: 0.324000, measured_torque: 0.008110
joint id: 2, measured_angle: -0.002495, target_angle: -0.181951, newest_measurement_index: 11517, sent_torque: -0.324000, measured_torque: -0.006726
joint id: 3, measured_angle: 0.142377, target_angle: 0.190596, newest_measurement_index: 11787, sent_torque: 0.144555, measured_torque: 0.137458
joint id: 4, measured_angle: 0.110800, target_angle: 0.177624, newest_measurement_index: 11839, sent_torque: 0.195957, measured_torque: 0.197290
joint id: 5, measured_angle: -0.153748, target_angle: -0.181253, newest_measurement_index: 11839, sent_torque: -0.080703, measured_torque: -0.084786
joint id: 6, measured_angle: -0.000891, target_angle: 0.178600, newest_measurement_index: 11345, sent_torque: 0.324000, measured_torque: 0.000920
joint id: 7, measured_angle: -0.108188, target_angle: 0.070640, newest_measurement_index: 11396, sent_torque: 0.324000, measured_torque: 0.000049
joint id: 8, measured_angle: -0.000263, target_angle: -0.180033, newest_measurement_index: 11396, sent_torque: -0.324000, measured_torque: 0.009614
joint id: 0, measured_angle: -0.002355, target_angle: 0.177610, newest_measurement_index: 11372, sent_torque: 0.324000, measured_torque: 0.004564
joint id: 1, measured_angle: -0.116750, target_angle: 0.063145, newest_measurement_index: 11518, sent_torque: 0.324000, measured_torque: 0.011708
joint id: 2, measured_angle: -0.002495, target_angle: -0.182251, newest_measurement_index: 11518, sent_torque: -0.324000, measured_torque: -0.007138
joint id: 3, measured_angle: 0.142377, target_angle: 0.190896, newest_measurement_index: 11788, sent_torque: 0.145726, measured_torque: 0.147396
joint id: 4, measured_angle: 0.111079, target_angle: 0.177924, newest_measurement_index: 11840, sent_torque: 0.196438, measured_torque: 0.189337
joint id: 5, measured_angle: -0.153748, target_angle: -0.181553, newest_measurement_index: 11840, sent_torque: -0.082356, measured_torque: -0.080929
joint id: 6, measured_angle: -0.000891, target_angle: 0.178900, newest_measurement_index: 11346, sent_torque: 0.324000, measured_torque: -0.006219
joint id: 7, measured_angle: -0.108188, target_angle: 0.070940, newest_measurement_index: 11397, sent_torque: 0.324000, measured_torque: 0.004091
joint id: 8, measured_angle: -0.000263, target_angle: -0.180333, newest_measurement_index: 11397, sent_torque: -0.324000, measured_torque: 0.009533
joint id: 0, measured_angle: -0.002355, target_angle: 0.177910, newest_measurement_index: 11374, sent_torque: 0.324000, measured_torque: 0.006117
joint id: 1, measured_angle: -0.116750, target_angle: 0.063445, newest_measurement_index: 11519, sent_torque: 0.324000, measured_torque: 0.003331
joint id: 2, measured_angle: -0.002495, target_angle: -0.182551, newest_measurement_index: 11519, sent_torque: -0.324000, measured_torque: -0.012117
joint id: 3, measured_angle: 0.142412, target_angle: 0.191196, newest_measurement_index: 11789, sent_torque: 0.145592, measured_torque: 0.142855
joint id: 4, measured_angle: 0.111358, target_angle: 0.178224, newest_measurement_index: 11841, sent_torque: 0.196995, measured_torque: 0.195553
joint id: 5, measured_angle: -0.153713, target_angle: -0.181853, newest_measurement_index: 11841, sent_torque: -0.083407, measured_torque: -0.081549
joint id: 6, measured_angle: -0.000891, target_angle: 0.179200, newest_measurement_index: 11347, sent_torque: 0.324000, measured_torque: 0.000919
joint id: 7, measured_angle: -0.108188, target_angle: 0.071240, newest_measurement_index: 11398, sent_torque: 0.324000, measured_torque: 0.005960
joint id: 8, measured_angle: -0.000263, target_angle: -0.180633, newest_measurement_index: 11398, sent_torque: -0.324000, measured_torque: 0.006499
joint id: 0, measured_angle: -0.002355, target_angle: 0.178210, newest_measurement_index: 11375, sent_torque: 0.324000, measured_torque: -0.001990
joint id: 1, measured_angle: -0.116750, target_angle: 0.063745, newest_measurement_index: 11519, sent_torque: 0.324000, measured_torque: 0.003331
joint id: 2, measured_angle: -0.002495, target_angle: -0.182851, newest_measurement_index: 11519, sent_torque: -0.324000, measured_torque: -0.012117
joint id: 3, measured_angle: 0.142447, target_angle: 0.191496, newest_measurement_index: 11790, sent_torque: 0.145071, measured_torque: 0.149659
joint id: 4, measured_angle: 0.111672, target_angle: 0.178524, newest_measurement_index: 11842, sent_torque: 0.196505, measured_torque: 0.192859
joint id: 5, measured_angle: -0.153609, target_angle: -0.182153, newest_measurement_index: 11842, sent_torque: -0.085092, measured_torque: -0.084162
joint id: 6, measured_angle: -0.000891, target_angle: 0.179500, newest_measurement_index: 11348, sent_torque: 0.324000, measured_torque: 0.005726
joint id: 7, measured_angle: -0.108188, target_angle: 0.071540, newest_measurement_index: 11399, sent_torque: 0.324000, measured_torque: 0.002434
joint id: 8, measured_angle: -0.000263, target_angle: -0.180933, newest_measurement_index: 11399, sent_torque: -0.324000, measured_torque: 0.003038
joint id: 0, measured_angle: -0.002355, target_angle: 0.178510, newest_measurement_index: 11375, sent_torque: 0.324000, measured_torque: -0.001990
joint id: 1, measured_angle: -0.116750, target_angle: 0.064045, newest_measurement_index: 11521, sent_torque: 0.324000, measured_torque: 0.004523
joint id: 2, measured_angle: -0.002495, target_angle: -0.183151, newest_measurement_index: 11521, sent_torque: -0.324000, measured_torque: -0.011440
joint id: 3, measured_angle: 0.142517, target_angle: 0.191796, newest_measurement_index: 11791, sent_torque: 0.146768, measured_torque: 0.143808
joint id: 4, measured_angle: 0.111951, target_angle: 0.178824, newest_measurement_index: 11843, sent_torque: 0.195867, measured_torque: 0.194279
joint id: 5, measured_angle: -0.153469, target_angle: -0.182453, newest_measurement_index: 11843, sent_torque: -0.087422, measured_torque: -0.090293
joint id: 6, measured_angle: -0.000891, target_angle: 0.179800, newest_measurement_index: 11349, sent_torque: 0.324000, measured_torque: 0.003236
joint id: 7, measured_angle: -0.108188, target_angle: 0.071840, newest_measurement_index: 11400, sent_torque: 0.324000, measured_torque: 0.007823
joint id: 8, measured_angle: -0.000263, target_angle: -0.181233, newest_measurement_index: 11400, sent_torque: -0.324000, measured_torque: 0.003119
joint id: 0, measured_angle: -0.002355, target_angle: 0.178810, newest_measurement_index: 11376, sent_torque: 0.324000, measured_torque: 0.000957
joint id: 1, measured_angle: -0.116750, target_angle: 0.064345, newest_measurement_index: 11521, sent_torque: 0.324000, measured_torque: 0.004523
joint id: 2, measured_angle: -0.002495, target_angle: -0.183451, newest_measurement_index: 11521, sent_torque: -0.324000, measured_torque: -0.011440
joint id: 3, measured_angle: 0.142517, target_angle: 0.192096, newest_measurement_index: 11792, sent_torque: 0.146989, measured_torque: 0.143745
joint id: 4, measured_angle: 0.112265, target_angle: 0.179124, newest_measurement_index: 11844, sent_torque: 0.196443, measured_torque: 0.196861
joint id: 5, measured_angle: -0.153295, target_angle: -0.182753, newest_measurement_index: 11844, sent_torque: -0.089214, measured_torque: -0.089415
joint id: 6, measured_angle: -0.000891, target_angle: 0.180100, newest_measurement_index: 11350, sent_torque: 0.324000, measured_torque: 0.005688
joint id: 7, measured_angle: -0.108188, target_angle: 0.072140, newest_measurement_index: 11401, sent_torque: 0.324000, measured_torque: 0.005232
joint id: 8, measured_angle: -0.000263, target_angle: -0.181533, newest_measurement_index: 11401, sent_torque: -0.324000, measured_torque: 0.008057
joint id: 0, measured_angle: -0.002355, target_angle: 0.179110, newest_measurement_index: 11378, sent_torque: 0.324000, measured_torque: 0.005066
joint id: 1, measured_angle: -0.116750, target_angle: 0.064645, newest_measurement_index: 11522, sent_torque: 0.324000, measured_torque: 0.011698
joint id: 2, measured_angle: -0.002495, target_angle: -0.183751, newest_measurement_index: 11522, sent_torque: -0.324000, measured_torque: -0.013325
joint id: 3, measured_angle: 0.142517, target_angle: 0.192396, newest_measurement_index: 11793, sent_torque: 0.148671, measured_torque: 0.146018
joint id: 4, measured_angle: 0.112579, target_angle: 0.179424, newest_measurement_index: 11845, sent_torque: 0.196297, measured_torque: 0.185782
joint id: 5, measured_angle: -0.153086, target_angle: -0.183053, newest_measurement_index: 11845, sent_torque: -0.091067, measured_torque: -0.089174
joint id: 6, measured_angle: -0.000891, target_angle: 0.180400, newest_measurement_index: 11351, sent_torque: 0.324000, measured_torque: 0.002089
joint id: 7, measured_angle: -0.108188, target_angle: 0.072440, newest_measurement_index: 11402, sent_torque: 0.324000, measured_torque: 0.000571
joint id: 8, measured_angle: -0.000263, target_angle: -0.181833, newest_measurement_index: 11402, sent_torque: -0.324000, measured_torque: 0.004354
joint id: 0, measured_angle: -0.002355, target_angle: 0.179410, newest_measurement_index: 11378, sent_torque: 0.324000, measured_torque: 0.005066
joint id: 1, measured_angle: -0.116750, target_angle: 0.064945, newest_measurement_index: 11523, sent_torque: 0.324000, measured_torque: 0.005718
joint id: 2, measured_angle: -0.002495, target_angle: -0.184051, newest_measurement_index: 11523, sent_torque: -0.324000, measured_torque: -0.012785
joint id: 3, measured_angle: 0.142517, target_angle: 0.192696, newest_measurement_index: 11794, sent_torque: 0.149634, measured_torque: 0.137719
joint id: 4, measured_angle: 0.112893, target_angle: 0.179724, newest_measurement_index: 11846, sent_torque: 0.196252, measured_torque: 0.195458
joint id: 5, measured_angle: -0.152877, target_angle: -0.183353, newest_measurement_index: 11846, sent_torque: -0.092786, measured_torque: -0.090763
joint id: 6, measured_angle: -0.000891, target_angle: 0.180700, newest_measurement_index: 11352, sent_torque: 0.324000, measured_torque: -0.000243
joint id: 7, measured_angle: -0.108188, target_angle: 0.072740, newest_measurement_index: 11403, sent_torque: 0.324000, measured_torque: -0.000371
